t "V zmin" "V zmax"
0.0 -0.065 -0.065
5e-05 -0.060016544931934854 -0.06500000000788486
0.0001 -0.057906619673639914 -0.06499999992382464
0.00015000000000000001 -0.056293148477847554 -0.06500000000692817
0.0002 -0.05493576322771673 -0.06500000000135607
0.00025 -0.05374190244489454 -0.06500000000940628
0.00030000000000000003 -0.052664206462634144 -0.06500000002218166
0.00035 -0.051674566406667524 -0.06500000000324035
0.0004 -0.05075467821394314 -0.06499999999104236
0.00045000000000000004 -0.049891834241662214 -0.06500000000115393
0.0005 -0.04907678585823165 -0.06499999999087293
0.00055 -0.048302553502456366 -0.0649999999396994
0.0006000000000000001 -0.04756371536284078 -0.06499999986682342
0.0006500000000000001 -0.046855959946212555 -0.06499999972981275
0.0007 -0.046175791702203435 -0.0649999992622926
0.00075 -0.04552032928244005 -0.06499999791583873
0.0008 -0.044887163911154666 -0.06499999473556735
0.0008500000000000001 -0.04427425801891729 -0.06499998802875154
0.0009000000000000001 -0.04367986921696487 -0.06499997512842906
0.00095 -0.04310249316251498 -0.0649999518815034
0.001 -0.042540820971607954 -0.06499991251715878
0.0010500000000000002 -0.0419937049477136 -0.0649998492894505
0.0011 -0.04146013208628989 -0.06499975222857167
0.00115 -0.04093920289981734 -0.0649996089578985
0.0012000000000000001 -0.040430114330207934 -0.06499940457896272
0.00125 -0.03993214583619117 -0.06499912162991921
0.0013000000000000002 -0.039444647961000924 -0.06499874011058461
0.00135 -0.0389670328637273 -0.06499823757061318
0.0014 -0.03849876641449545 -0.06499758925165103
0.0014500000000000001 -0.03803936154989806 -0.0649967682727698
0.0015 -0.03758837264979732 -0.06499574585074369
0.0015500000000000002 -0.03714539075025134 -0.06499449154291576
0.0016 -0.036710039443474056 -0.06499297350617253
0.00165 -0.03628197128810905 -0.0649911587724372
0.0017000000000000001 -0.03586086499769444 -0.0649890135074628
0.00175 -0.03544642252217218 -0.06498650321641772
0.0018000000000000002 -0.03503836668247362 -0.06498359304264595
0.00185 -0.03463643947673202 -0.06498024804523489
0.0019 -0.034240400225135526 -0.06497643336927024
0.0019500000000000001 -0.033850023612117114 -0.06497211442578009
0.002 -0.033465098619222 -0.06496725717292341
0.00205 -0.033085427582696086 -0.06496182811844732
0.0021000000000000003 -0.0327108243043889 -0.06495579450529124
0.00215 -0.0323411137429396 -0.06494912452356508
0.0022 -0.03197613090740327 -0.06494178737618642
0.0022500000000000003 -0.03161572005261282 -0.06493375336510991
0.0023 -0.03125973396821812 -0.06492499396612134
0.00235 -0.030908033334919708 -0.06491548188872963
0.0024000000000000002 -0.03056048614219502 -0.0649051911225734
0.00245 -0.030216967162573768 -0.0648940969714909
0.0025 -0.02987735746893527 -0.06488217607666026
0.00255 -0.029541543998296484 -0.06486940642987145
0.0026000000000000003 -0.02920941915227744 -0.06485576737788086
0.00265 -0.02888088043198644 -0.06484123961925291
0.0027 -0.028555830103887965 -0.06482580519446984
0.0027500000000000003 -0.028234174892644612 -0.06480944746920106
0.0028 -0.02791582570026099 -0.06479215111399884
0.00285 -0.027600697344841253 -0.06477390207791876
0.0029000000000000002 -0.027288708323113003 -0.06475468756115935
0.00295 -0.026979780589056496 -0.06473449598091938
0.003 -0.02667383934947123 -0.06471331693823078
0.00305 -0.02637081287552021 -0.06469114118089919
0.0031000000000000003 -0.02607063232717286 -0.06466796056583538
0.00315 -0.025773231591044665 -0.06464376801961896
0.0032 -0.025478547129366553 -0.06461855749933014
0.0032500000000000003 -0.025186517838455012 -0.06459232395168438
0.0033 -0.02489708491933426 -0.06456506327263878
0.00335 -0.024610191753641777 -0.06453677226745888
0.0034000000000000002 -0.024325783791603595 -0.06450744861036002
0.0034500000000000004 -0.024043808444898885 -0.0644770908044675
0.0035 -0.023764214985161587 -0.06444569814337818
0.00355 -0.0234869544540615 -0.06441327067249807
0.0036000000000000003 -0.02321197957248002 -0.0643798091509614
0.00365 -0.022939244660428747 -0.0643453150158168
0.0037 -0.022668705559529677 -0.06430979034624729
0.0037500000000000003 -0.02240031956026303 -0.06427323782873258
0.0038 -0.02213404533365356 -0.06423566072312385
0.00385 -0.02186984286989105 -0.06419706283055257
0.0039000000000000003 -0.021607673411066442 -0.06415744846127155
0.00395 -0.021347499403238934 -0.06411682240510265
0.004 -0.02108928443587538 -0.0640751898988067
0.00405 -0.020832993193927545 -0.06403255660274798
0.0041 -0.020578591411641107 -0.06398892857392176
0.00415 -0.020326045822316938 -0.06394431223548916
0.004200000000000001 -0.020075324119230412 -0.06389871435552114
0.00425 -0.01982639491513299 -0.06385214202250648
0.0043 -0.019579227702237332 -0.06380460262171297
0.004350000000000001 -0.019333792803072528 -0.06375610381333134
0.0044 -0.01909006140556795 -0.06370665352540103
0.00445 -0.01884800538880867 -0.06365625989675781
0.0045000000000000005 -0.01860759743388477 -0.06360493129042935
0.00455 -0.018368810918644424 -0.06355267627379659
0.0046 -0.01813161994620252 -0.06349950361883049
0.0046500000000000005 -0.017895999215511785 -0.06344542220093694
0.0047 -0.017661924109607426 -0.06339044109177214
0.00475 -0.01742937061344004 -0.06333456949691658
0.0048000000000000004 -0.01719831527304298 -0.06327781672404156
0.00485 -0.01696873531803596 -0.06322019224228849
0.0049 -0.016740608319771248 -0.0631617054976909
0.00495 -0.016513912557181997 -0.06310236613910064
0.005 -0.016288626770377145 -0.06304218386793711
0.005050000000000001 -0.01606473010476273 -0.06298116831800583
0.0051 -0.015842202286869358 -0.0629193293998201
0.00515 -0.015621023440837687 -0.06285667689330865
0.005200000000000001 -0.01540117421978255 -0.06279322076314219
0.00525 -0.015182635579083222 -0.06272897083061821
0.0053 -0.01496538893664505 -0.0626639369054593
0.005350000000000001 -0.014749416130685495 -0.06259812887177386
0.0054 -0.0145346993803766 -0.06253155662682802
0.00545 -0.014321221274318938 -0.06246423007055536
0.0055000000000000005 -0.014108964760041327 -0.06239615909343304
0.00555 -0.01389791313331765 -0.06232735356486738
0.0056 -0.013688050028450673 -0.06225782333049622
0.0056500000000000005 -0.013479359410832814 -0.06218757821492011
0.0057 -0.013271825561826062 -0.062116628005833265
0.00575 -0.013065433071477091 -0.06204498245418245
0.0058000000000000005 -0.012860166832568656 -0.06197265126714909
0.00585 -0.012656012026175301 -0.06189964410749113
0.0059 -0.0124529541212326 -0.061825970582639896
0.00595 -0.012250978858262464 -0.061751640256774085
0.006 -0.012050072244395154 -0.06167666264339817
0.006050000000000001 -0.011850220545623914 -0.061601047175429025
0.0061 -0.011651410285661655 -0.0615248032413894
0.00615 -0.011453628228059844 -0.061447940161017546
0.006200000000000001 -0.011256861381338044 -0.061370467181569924
0.00625 -0.01106109698117117 -0.06129239349764213
0.0063 -0.010866322491749224 -0.061213728216813965
0.006350000000000001 -0.010672525598138643 -0.06113448038226808
0.0064 -0.01047969420179538 -0.061054658961748845
0.00645 -0.010287816411602695 -0.060974272849985495
0.006500000000000001 -0.010096880541656764 -0.060893330854597534
0.00655 -0.009906875106585517 -0.060811841715493364
0.0066 -0.009717788812214717 -0.06072981409969318
0.0066500000000000005 -0.009529610556558226 -0.060647256572341095
0.0067 -0.009342329423706249 -0.06056417763621609
0.00675 -0.0091559346764385 -0.06048058570613193
0.0068000000000000005 -0.008970415754290122 -0.06039648911722371
0.00685 -0.008785762270726522 -0.06031189611610672
0.006900000000000001 -0.00860196400663795 -0.06022681487032378
0.0069500000000000004 -0.00841901090941696 -0.0601412534638097
0.007 -0.008236893084147394 -0.06005521989898127
0.007050000000000001 -0.008055600796441945 -0.059968722087791915
0.0071 -0.007875124464396477 -0.0598817678581943
0.00715 -0.007695454657873205 -0.05979436496060136
0.007200000000000001 -0.007516582094771029 -0.059706521058354764
