t "V zmin" "V zmax"
0.0 -0.065 -0.065
5e-05 -0.06009433888143082 -0.06500000000009469
0.0001 -0.05799047599424777 -0.06499999999998377
0.00015000000000000001 -0.05637936421284194 -0.06499999999988952
0.0002 -0.05502324300754503 -0.06499999999952608
0.00025 -0.053830166238652166 -0.06499999999937128
0.00030000000000000003 -0.05275300209650522 -0.06499999999922296
0.00035 -0.051763755646240354 -0.06499999999937535
0.0004 -0.05084418582764359 -0.06499999999953779
0.00045000000000000004 -0.04998162059850642 -0.06499999999929472
0.0005 -0.0491668311720595 -0.0649999999971289
0.00055 -0.048392848827118466 -0.06499999998435517
0.0006000000000000001 -0.04765425766925533 -0.06499999992646951
0.0006500000000000001 -0.046946749325608314 -0.06499999972040249
0.0007 -0.04626682938216098 -0.06499999910827126
0.00075 -0.04561161690887987 -0.0649999975363359
0.0008 -0.044978703343484944 -0.06499999395247341
0.0008500000000000001 -0.04436605056742364 -0.06499998654705709
0.0009000000000000001 -0.04377191563657974 -0.06499997245219861
0.00095 -0.04319479411071857 -0.06499994742130455
0.001 -0.04263337665441783 -0.06499990551364719
0.0010500000000000002 -0.04208651529702679 -0.06499983880737259
0.0011 -0.04155319684648247 -0.0649997371601942
0.00115 -0.04103252168654059 -0.06499958803133124
0.0012000000000000001 -0.040523686680591364 -0.06499937637207989
0.00125 -0.04002597125054324 -0.06499908458678946
0.0013000000000000002 -0.039538725938613545 -0.06499869256137716
0.00135 -0.039061362929576245 -0.06499817775310814
0.0014 -0.03859334813999231 -0.06499751533307457
0.0014500000000000001 -0.038134194566612475 -0.06499667837173106
0.0015 -0.0376834566585705 -0.06499563805740194
0.0015500000000000002 -0.037240725527277335 -0.06499436393813983
0.0016 -0.0368056248447103 -0.06499282417791477
0.00165 -0.036377807323154335 -0.06499098581924377
0.0017000000000000001 -0.03595695163314238 -0.06498881504586129
0.00175 -0.035542759792836866 -0.0649862774390512
0.0018000000000000002 -0.035134954838354396 -0.06498333822365568
0.00185 -0.03473327879501709 -0.06497996250101495
0.0019 -0.034337490899251165 -0.06497611546540215
0.0019500000000000001 -0.03394736602651505 -0.06497176260299053
0.002 -0.033562693299791606 -0.06496686987213945
0.00205 -0.03318327485405031 -0.06496140386466628
0.0021000000000000003 -0.03280892473410422 -0.06495533194845081
0.00215 -0.032439467910674605 -0.06494862239155542
0.0022 -0.03207473939832832 -0.06494124446872446
0.0022500000000000003 -0.031714583463048694 -0.06493316855119458
0.0023 -0.03135885290850029 -0.06492436618080648
0.00235 -0.03100740843161676 -0.06491481012961935
0.0024000000000000002 -0.03066011803944152 -0.06490447444617252
0.00245 -0.030316856520265324 -0.06489333448959164
0.0025 -0.029977504962963114 -0.06488136695270016
0.00255 -0.029641950319269667 -0.06486854987529542
0.0026000000000000003 -0.029310085004398787 -0.06485486264863252
0.00265 -0.028981806531933177 -0.06484028601219069
0.0027 -0.028657017179496376 -0.06482480204363592
0.0027500000000000003 -0.028335623682024143 -0.06480839414291621
0.0028 -0.0280175369499472 -0.06479104701126698
0.00285 -0.027702671809806782 -0.06477274662591637
0.0029000000000000002 -0.027390946765165167 -0.0647534802111685
0.00295 -0.027082283775906976 -0.0647332362064751
0.003 -0.02677660805418452 -0.06471200423205511
0.00305 -0.026473847875549555 -0.06468977505257642
0.0031000000000000003 -0.026173934403849023 -0.06466654053935199
0.00315 -0.02587680152871993 -0.06464229363141166
0.0032 -0.025582385714543222 -0.06461702829584165
0.0032500000000000003 -0.025290625859925385 -0.06459073948767077
0.0033 -0.02500146316679016 -0.06456342310958706
0.00335 -0.02471484101829569 -0.06453507597171629
0.0034000000000000002 -0.024430704864862852 -0.06450569575164938
0.0034500000000000004 -0.024149002117661827 -0.06447528095490493
0.0035 -0.023869682048963656 -0.0644438308759719
0.00355 -0.02359269569882698 -0.0644113455600493
0.0036000000000000003 -0.023317995787644586 -0.06437782576558684
0.00365 -0.023045536634082625 -0.06434327292772916
0.0037 -0.022775274078041922 -0.0643076891226674
0.0037500000000000003 -0.022507165408251213 -0.06427107703306122
0.0038 -0.022241169294169843 -0.06423343991444981
0.00385 -0.0219772457218859 -0.06419478156277128
0.0039000000000000003 -0.021715355933732812 -0.06415510628297129
0.00395 -0.021455462371369395 -0.06411441885869873
0.004 -0.021197528622084225 -0.0640727245231551
0.00405 -0.020941519368101513 -0.06403002893099417
0.0041 -0.020687400338702054 -0.0639863381313645
0.00415 -0.020435138264966016 -0.06394165854202957
0.004200000000000001 -0.020184700836958627 -0.06389599692454043
0.00425 -0.019936056663225885 -0.06384936036047828
0.0043 -0.019689175232435827 -0.06380175622872264
0.004350000000000001 -0.019444026877026385 -0.06375319218372123
0.0044 -0.019200582738760956 -0.06370367613473812
0.00445 -0.01895881473605421 -0.06365321622605558
0.0045000000000000005 -0.01871869553295745 -0.06360182081809596
0.00455 -0.018480198509729092 -0.06354949846944478
0.0046 -0.018243297734868193 -0.06349625791973355
0.0046500000000000005 -0.0180079679385504 -0.06344210807336052
0.0047 -0.01777418448736244 -0.06338705798400672
0.00475 -0.01754192336027722 -0.06333111683994366
0.0048000000000000004 -0.01731116112579066 -0.06327429395008227
0.00485 -0.01708187492016132 -0.06321659873073002
0.0049 -0.01685404242668423 -0.06315804069305021
0.00495 -0.016627641855944595 -0.0630986294311803
0.005 -0.016402651926998957 -0.06303837461097295
0.005050000000000001 -0.016179051849434342 -0.06297728595936064
0.0051 -0.015956821306253453 -0.06291537325427941
0.00515 -0.015735940437543387 -0.0628526463151875
0.005200000000000001 -0.015516389824891792 -0.06278911499406548
0.00525 -0.015298150476500755 -0.06272478916696843
0.0053 -0.015081203812974363 -0.0626596787260276
0.005350000000000001 -0.01486553165372666 -0.06259379357193957
0.0054 -0.014651116204004116 -0.06252714360690129
0.00545 -0.014437940042467396 -0.062459738727931334
0.0055000000000000005 -0.014225986109307191 -0.062391588820621166
0.00555 -0.014015237694888969 -0.06232270375327024
0.0056 -0.013805678428868626 -0.06225309337136994
0.0056500000000000005 -0.013597292269777867 -0.06218276749243323
0.0057 -0.013390063495044445 -0.062111735901173054
0.00575 -0.013183976691435902 -0.06204000834497894
0.0058000000000000005 -0.012979016745892375 -0.06196759452968039
0.00585 -0.012775168836742274 -0.06189450411561746
0.0059 -0.012572418425273393 -0.061820746713972835
0.00595 -0.012370751247648358 -0.061746331883338945
0.006 -0.01217015330714221 -0.06167126912655788
0.006050000000000001 -0.011970610866693881 -0.06159556788776924
0.0061 -0.011772110441745328 -0.06151923754968682
0.00615 -0.01157463879336846 -0.061442287431075715
0.006200000000000001 -0.011378182921656321 -0.06136472678443042
0.00625 -0.011182730059365358 -0.06128656479382917
0.0063 -0.010988267665809367 -0.061207810572986326
0.006350000000000001 -0.010794783420976973 -0.06112847316344035
0.0064 -0.010602265219873615 -0.06104856153292336
0.00645 -0.010410701167072886 -0.06096808457387108
0.006500000000000001 -0.010220079571470397 -0.06088705110206469
0.00655 -0.010030388941229818 -0.06080546985543705
0.0066 -0.009841617978907521 -0.06072334949296994
0.0066500000000000005 -0.009653755576756922 -0.06064069859371827
0.0067 -0.009466790812198547 -0.060557525655961966
0.00675 -0.009280712943447228 -0.060473839096455845
0.0068000000000000005 -0.009095511405296118 -0.06038964724977659
0.00685 -0.00891117580504086 -0.060304958367769196
0.006900000000000001 -0.008727695918547737 -0.06021978061906687
0.0069500000000000004 -0.008545061686452221 -0.06013412208872858
0.007 -0.008363263210484764 -0.06004799077791858
0.007050000000000001 -0.008182290749920072 -0.05996139460367639
0.0071 -0.00800213471814161 -0.05987434139876826
0.00715 -0.00782278567931716 -0.05978683891158669
0.007200000000000001 -0.007644234345181222 -0.0596988948061143
0.00725 -0.0074664715719220814 -0.059610516661954556
0.0073 -0.007289488357163475 -0.05952171197441136
0.007350000000000001 -0.007113275837040434 -0.05943248815461483
0.0074 -0.006937825283367692 -0.05934285252971251
0.00745 -0.00676312810089171 -0.05925281234307567
0.007500000000000001 -0.006589175824626118 -0.05916237475458279
0.00755 -0.006415960117265901 -0.05907154684090124
0.0076 -0.006243472766679433 -0.05898033559585327
0.0076500000000000005 -0.0060717056834684695 -0.0588887479307794
0.0077 -0.005900650898607076 -0.05879679067493874
0.00775 -0.005730300561137216 -0.058704470575952974
0.0078000000000000005 -0.005560646935936286 -0.058611794300268374
0.007850000000000001 -0.005391682401532028 -0.058518768433552075
0.0079 -0.00522339944805365 -0.05842539948166814
0.00795 -0.005055790675046282 -0.05833169387026964
0.008 -0.0048888487895993775 -0.05823765794630299
0.00805 -0.004722566604335544 -0.058143297978103206
0.0081 -0.004556937035526281 -0.05804862015607344
0.008150000000000001 -0.004391953101229611 -0.05795363059319889
0.0082 -0.0042276079195597525 -0.057858335326136975
0.00825 -0.004063894706795665 -0.05776274031490004
0.0083 -0.003900806775805069 -0.057666851444447456
0.00835 -0.0037383375343082673 -0.05757067452486013
0.008400000000000001 -0.003576480483250803 -0.05747421529200761
0.008450000000000001 -0.003415229215283165 -0.05737747940868507
0.0085 -0.003254577413070672 -0.05728047246435149
0.00855 -0.0030945188479208625 -0.05718319997676417
0.0086 -0.0029350473782326467 -0.057085667392178255
0.00865 -0.002776156948064728 -0.056987880086151785
0.008700000000000001 -0.0026178415857129635 -0.05688984336414214
0.00875 -0.0024600954023986316 -0.05679156246267764
0.0088 -0.002302912590777522 -0.05669304254913562
0.00885 -0.002146287423763024 -0.05659428872336585
0.0089 -0.0019902142531648907 -0.05649530601794464
0.00895 -0.0018346875084399414 -0.05639609939897619
0.009000000000000001 -0.0016797016954414744 -0.05629667376670183
0.00905 -0.001525251395282019 -0.056197033956680194
0.0091 -0.0013713312630044545 -0.05609718473956331
0.00915 -0.0012179360265674945 -0.05599713082273407
0.0092 -0.0010650604856347926 -0.05589687685054681
0.009250000000000001 -0.0009126995104641914 -0.055796427405033905
0.009300000000000001 -0.0007608480408882188 -0.055695787007054035
0.00935 -0.0006095010851000205 -0.05559496011610006
0.0094 -0.00045865371874952664 -0.055493951131892115
0.00945 -0.00030830108384507105 -0.0553927643946114
0.0095 -0.00015843838775807457 -0.05529140418569046
0.009550000000000001 -9.060902220842874e-06 -0.055189874728415994
0.009600000000000001 0.000139836037568213 -0.055088180189041505
0.00965 0.00028825703404809403 -0.05498632467657951
0.0097 0.0004362066280765246 -0.05488431224437613
0.00975 0.0005836892999234203 -0.054782146890320654
0.0098 0.000730709470154841 -0.05467983255760768
0.009850000000000001 0.0008772715005323363 -0.05457737313531318
0.0099 0.0010233796948028876 -0.054474772459479875
0.00995 0.0011690382997064748 -0.05437203431289406
